passenger1Id,passenger2Id,numberOfFlightsTogether,from,to
1906,1923,3,2017-01-01,2017-01-31
1974,1998,3,2017-01-01,2017-01-31
1963,1988,3,2017-01-01,2017-01-31
1940,1977,3,2017-01-01,2017-01-31
1911,1921,3,2017-01-01,2017-01-31
1941,1985,3,2017-01-01,2017-01-31
1926,1959,3,2017-01-01,2017-01-31
1923,1939,3,2017-01-01,2017-01-31
1943,1989,3,2017-01-01,2017-01-31
1908,1939,3,2017-01-01,2017-01-31
1908,1997,3,2017-01-01,2017-01-31
1908,1918,3,2017-01-01,2017-01-31
1902,1974,3,2017-01-01,2017-01-31
1948,1974,3,2017-01-01,2017-01-31
2113,2196,3,2017-01-01,2017-01-31
2166,2184,3,2017-01-01,2017-01-31
2265,2286,3,2017-01-01,2017-01-31
2206,2226,3,2017-01-01,2017-01-31
2234,2257,3,2017-01-01,2017-01-31
2205,2229,3,2017-01-01,2017-01-31
2205,2215,3,2017-01-01,2017-01-31
2274,2299,3,2017-01-01,2017-01-31
2405,2447,3,2017-01-01,2017-01-31
2447,2454,3,2017-01-01,2017-01-31
2413,2473,3,2017-01-01,2017-01-31
2462,2473,3,2017-01-01,2017-01-31
2484,2496,3,2017-01-01,2017-01-31
2441,2464,3,2017-01-01,2017-01-31
2404,2430,3,2017-01-01,2017-01-31
2438,2459,3,2017-01-01,2017-01-31
2571,2600,3,2017-01-01,2017-01-31
2604,2626,3,2017-01-01,2017-01-31
3011,3075,3,2017-01-01,2017-01-31
3127,3152,3,2017-01-01,2017-01-31
3158,3175,3,2017-01-01,2017-01-31
3105,3119,3,2017-01-01,2017-01-31
3120,3178,3,2017-01-01,2017-01-31
3120,3157,3,2017-01-01,2017-01-31
645,3109,3,2017-01-01,2017-01-31
611,3186,3,2017-01-01,2017-01-31
680,3132,3,2017-01-01,2017-01-31
625,3173,3,2017-01-01,2017-01-31
1228,1598,3,2017-01-01,2017-01-31
333,2697,3,2017-01-01,2017-01-31
746,3493,3,2017-01-01,2017-01-31
746,3446,3,2017-01-01,2017-01-31
739,3402,3,2017-01-01,2017-01-31
3901,3906,3,2017-01-01,2017-01-31
3901,3924,3,2017-01-01,2017-01-31
3908,3941,3,2017-01-01,2017-01-31
4049,4073,3,2017-01-01,2017-01-31
4014,4023,3,2017-01-01,2017-01-31
4016,4063,3,2017-01-01,2017-01-31
673,2186,3,2017-01-01,2017-01-31
2515,3192,3,2017-01-01,2017-01-31
684,2522,3,2017-01-01,2017-01-31
274,1300,3,2017-01-01,2017-01-31
2560,3180,3,2017-01-01,2017-01-31
603,3483,3,2017-01-01,2017-01-31
603,3410,3,2017-01-01,2017-01-31
679,3477,3,2017-01-01,2017-01-31
246,751,3,2017-01-01,2017-01-31
3193,3444,3,2017-01-01,2017-01-31
286,3421,3,2017-01-01,2017-01-31
292,3491,3,2017-01-01,2017-01-31
4302,4370,3,2017-01-01,2017-01-31
4319,4327,3,2017-01-01,2017-01-31
4308,4390,3,2017-01-01,2017-01-31
4308,4328,3,2017-01-01,2017-01-31
201,217,3,2017-01-01,2017-01-31
310,350,3,2017-01-01,2017-01-31
306,327,3,2017-01-01,2017-01-31
323,352,3,2017-01-01,2017-01-31
337,375,3,2017-01-01,2017-01-31
320,373,3,2017-01-01,2017-01-31
451,495,3,2017-01-01,2017-01-31
544,584,3,2017-01-01,2017-01-31
537,592,3,2017-01-01,2017-01-31
522,574,3,2017-01-01,2017-01-31
570,586,3,2017-01-01,2017-01-31
720,788,3,2017-01-01,2017-01-31
732,798,3,2017-01-01,2017-01-31
748,798,3,2017-01-01,2017-01-31
812,847,3,2017-01-01,2017-01-31
813,848,3,2017-01-01,2017-01-31
849,868,3,2017-01-01,2017-01-31
1064,1085,3,2017-01-01,2017-01-31
710,728,3,2017-01-01,2017-01-31
710,720,3,2017-01-01,2017-01-31
708,722,3,2017-01-01,2017-01-31
804,876,3,2017-01-01,2017-01-31
1003,1086,3,2017-01-01,2017-01-31
1039,1055,3,2017-01-01,2017-01-31
1063,1081,3,2017-01-01,2017-01-31
1230,1236,3,2017-01-01,2017-01-31
1202,1224,3,2017-01-01,2017-01-31
1303,1333,3,2017-01-01,2017-01-31
1062,1268,3,2017-01-01,2017-01-31
1424,1440,3,2017-01-01,2017-01-31
382,793,3,2017-01-01,2017-01-31
385,781,3,2017-01-01,2017-01-31
385,751,3,2017-01-01,2017-01-31
378,746,3,2017-01-01,2017-01-31
374,778,3,2017-01-01,2017-01-31
719,1073,3,2017-01-01,2017-01-31
785,1031,3,2017-01-01,2017-01-31
785,1073,3,2017-01-01,2017-01-31
778,1002,3,2017-01-01,2017-01-31
743,1001,3,2017-01-01,2017-01-31
793,1002,3,2017-01-01,2017-01-31
755,1072,3,2017-01-01,2017-01-31
308,762,3,2017-01-01,2017-01-31
376,749,3,2017-01-01,2017-01-31
737,1002,3,2017-01-01,2017-01-31
355,793,3,2017-01-01,2017-01-31
772,1045,3,2017-01-01,2017-01-31
799,1045,3,2017-01-01,2017-01-31
1949,1953,3,2017-01-01,2017-01-31
1907,1918,3,2017-01-01,2017-01-31
1921,1943,3,2017-01-01,2017-01-31
1912,1917,3,2017-01-01,2017-01-31
1964,1969,3,2017-01-01,2017-01-31
1973,1992,3,2017-01-01,2017-01-31
1929,1956,3,2017-01-01,2017-01-31
1929,1960,3,2017-01-01,2017-01-31
1954,1979,3,2017-01-01,2017-01-31
1959,1972,3,2017-01-01,2017-01-31
1956,1985,3,2017-01-01,2017-01-31
1905,1962,3,2017-01-01,2017-01-31
1937,1977,3,2017-01-01,2017-01-31
1931,1972,3,2017-01-01,2017-01-31
1931,1976,3,2017-01-01,2017-01-31
1946,1971,3,2017-01-01,2017-01-31
1947,1977,3,2017-01-01,2017-01-31
1919,1974,3,2017-01-01,2017-01-31
1938,1943,3,2017-01-01,2017-01-31
1911,1956,3,2017-01-01,2017-01-31
1941,1963,3,2017-01-01,2017-01-31
1934,1985,3,2017-01-01,2017-01-31
1913,1984,3,2017-01-01,2017-01-31
1932,1987,3,2017-01-01,2017-01-31
1902,1963,3,2017-01-01,2017-01-31
2157,2176,3,2017-01-01,2017-01-31
2103,2176,3,2017-01-01,2017-01-31
2164,2192,3,2017-01-01,2017-01-31
2125,2178,3,2017-01-01,2017-01-31
2208,2249,3,2017-01-01,2017-01-31
2215,2243,3,2017-01-01,2017-01-31
2256,2259,3,2017-01-01,2017-01-31
2225,2290,3,2017-01-01,2017-01-31
2222,2225,3,2017-01-01,2017-01-31
2203,2294,3,2017-01-01,2017-01-31
2229,2289,3,2017-01-01,2017-01-31
2246,2258,3,2017-01-01,2017-01-31
2334,2378,3,2017-01-01,2017-01-31
2443,2473,3,2017-01-01,2017-01-31
2425,2441,3,2017-01-01,2017-01-31
2404,2436,3,2017-01-01,2017-01-31
2545,2546,3,2017-01-01,2017-01-31
2613,2627,3,2017-01-01,2017-01-31
3137,3173,3,2017-01-01,2017-01-31
3153,3164,3,2017-01-01,2017-01-31
3119,3189,3,2017-01-01,2017-01-31
3119,3197,3,2017-01-01,2017-01-31
3109,3149,3,2017-01-01,2017-01-31
3145,3175,3,2017-01-01,2017-01-31
624,3112,3,2017-01-01,2017-01-31
613,3184,3,2017-01-01,2017-01-31
283,3152,3,2017-01-01,2017-01-31
293,3178,3,2017-01-01,2017-01-31
212,645,3,2017-01-01,2017-01-31
1223,1569,3,2017-01-01,2017-01-31
755,3414,3,2017-01-01,2017-01-31
760,3439,3,2017-01-01,2017-01-31
374,3461,3,2017-01-01,2017-01-31
3940,3980,3,2017-01-01,2017-01-31
3906,3931,3,2017-01-01,2017-01-31
4074,4098,3,2017-01-01,2017-01-31
4023,4098,3,2017-01-01,2017-01-31
4038,4096,3,2017-01-01,2017-01-31
4004,4015,3,2017-01-01,2017-01-31
4049,4056,3,2017-01-01,2017-01-31
2123,3198,3,2017-01-01,2017-01-31
2105,3154,3,2017-01-01,2017-01-31
679,2105,3,2017-01-01,2017-01-31
263,649,3,2017-01-01,2017-01-31
221,641,3,2017-01-01,2017-01-31
248,443,3,2017-01-01,2017-01-31
244,3444,3,2017-01-01,2017-01-31
3182,3440,3,2017-01-01,2017-01-31
246,3421,3,2017-01-01,2017-01-31
286,3461,3,2017-01-01,2017-01-31
364,609,3,2017-01-01,2017-01-31
3114,3491,3,2017-01-01,2017-01-31
4347,4368,3,2017-01-01,2017-01-31
4350,4370,3,2017-01-01,2017-01-31
4319,4335,3,2017-01-01,2017-01-31
4368,4383,3,2017-01-01,2017-01-31
4327,4386,3,2017-01-01,2017-01-31
229,255,3,2017-01-01,2017-01-31
227,248,3,2017-01-01,2017-01-31
515,550,3,2017-01-01,2017-01-31
521,575,3,2017-01-01,2017-01-31
510,542,3,2017-01-01,2017-01-31
574,578,3,2017-01-01,2017-01-31
681,682,3,2017-01-01,2017-01-31
632,652,3,2017-01-01,2017-01-31
714,777,3,2017-01-01,2017-01-31
798,800,3,2017-01-01,2017-01-31
732,735,3,2017-01-01,2017-01-31
708,744,3,2017-01-01,2017-01-31
811,859,3,2017-01-01,2017-01-31
804,843,3,2017-01-01,2017-01-31
852,899,3,2017-01-01,2017-01-31
208,231,3,2017-01-01,2017-01-31
804,895,3,2017-01-01,2017-01-31
1018,1039,3,2017-01-01,2017-01-31
1052,1085,3,2017-01-01,2017-01-31
1063,1078,3,2017-01-01,2017-01-31
1285,1288,3,2017-01-01,2017-01-31
1307,1368,3,2017-01-01,2017-01-31
1409,1488,3,2017-01-01,2017-01-31
721,1007,3,2017-01-01,2017-01-31
368,703,3,2017-01-01,2017-01-31
341,755,3,2017-01-01,2017-01-31
785,1002,3,2017-01-01,2017-01-31
773,1057,3,2017-01-01,2017-01-31
381,763,3,2017-01-01,2017-01-31
705,1001,3,2017-01-01,2017-01-31
308,707,3,2017-01-01,2017-01-31
324,785,3,2017-01-01,2017-01-31
1967,1991,3,2017-01-01,2017-01-31
1912,1946,3,2017-01-01,2017-01-31
1970,2000,3,2017-01-01,2017-01-31
1904,1986,3,2017-01-01,2017-01-31
1954,1970,3,2017-01-01,2017-01-31
1905,1967,3,2017-01-01,2017-01-31
1928,1963,3,2017-01-01,2017-01-31
1916,1996,3,2017-01-01,2017-01-31
1946,1973,3,2017-01-01,2017-01-31
1963,1983,3,2017-01-01,2017-01-31
1919,1920,3,2017-01-01,2017-01-31
1919,1921,3,2017-01-01,2017-01-31
1940,1975,3,2017-01-01,2017-01-31
1940,1962,3,2017-01-01,2017-01-31
1957,1994,3,2017-01-01,2017-01-31
1911,1971,3,2017-01-01,2017-01-31
1941,1998,3,2017-01-01,2017-01-31
1943,1946,3,2017-01-01,2017-01-31
1913,1954,3,2017-01-01,2017-01-31
1903,1997,3,2017-01-01,2017-01-31
1903,1968,3,2017-01-01,2017-01-31
1903,1966,3,2017-01-01,2017-01-31
2176,2196,3,2017-01-01,2017-01-31
2132,2193,3,2017-01-01,2017-01-31
2237,2243,3,2017-01-01,2017-01-31
2201,2299,3,2017-01-01,2017-01-31
2223,2263,3,2017-01-01,2017-01-31
2251,2252,3,2017-01-01,2017-01-31
2252,2289,3,2017-01-01,2017-01-31
2234,2289,3,2017-01-01,2017-01-31
2205,2299,3,2017-01-01,2017-01-31
2243,2246,3,2017-01-01,2017-01-31
2315,2334,3,2017-01-01,2017-01-31
2496,2500,3,2017-01-01,2017-01-31
2404,2500,3,2017-01-01,2017-01-31
2547,2576,3,2017-01-01,2017-01-31
2521,2595,3,2017-01-01,2017-01-31
2663,2667,3,2017-01-01,2017-01-31
3148,3189,3,2017-01-01,2017-01-31
3149,3178,3,2017-01-01,2017-01-31
3112,3152,3,2017-01-01,2017-01-31
3161,3170,3,2017-01-01,2017-01-31
232,622,3,2017-01-01,2017-01-31
299,659,3,2017-01-01,2017-01-31
698,3178,3,2017-01-01,2017-01-31
606,3178,3,2017-01-01,2017-01-31
1014,1544,3,2017-01-01,2017-01-31
1053,3493,3,2017-01-01,2017-01-31
771,3402,3,2017-01-01,2017-01-31
4028,4094,3,2017-01-01,2017-01-31
4045,4096,3,2017-01-01,2017-01-31
4057,4079,3,2017-01-01,2017-01-31
602,2186,3,2017-01-01,2017-01-31
611,2584,3,2017-01-01,2017-01-31
299,2576,3,2017-01-01,2017-01-31
3198,3414,3,2017-01-01,2017-01-31
740,2197,3,2017-01-01,2017-01-31
263,3421,3,2017-01-01,2017-01-31
4363,4374,3,2017-01-01,2017-01-31
4328,4365,3,2017-01-01,2017-01-31
4324,4359,3,2017-01-01,2017-01-31
4307,4320,3,2017-01-01,2017-01-31
4343,4381,3,2017-01-01,2017-01-31
248,256,3,2017-01-01,2017-01-31
234,256,3,2017-01-01,2017-01-31
326,387,3,2017-01-01,2017-01-31
556,584,3,2017-01-01,2017-01-31
584,586,3,2017-01-01,2017-01-31
618,639,3,2017-01-01,2017-01-31
662,694,3,2017-01-01,2017-01-31
662,664,3,2017-01-01,2017-01-31
715,738,3,2017-01-01,2017-01-31
720,789,3,2017-01-01,2017-01-31
748,790,3,2017-01-01,2017-01-31
805,889,3,2017-01-01,2017-01-31
833,874,3,2017-01-01,2017-01-31
850,852,3,2017-01-01,2017-01-31
813,865,3,2017-01-01,2017-01-31
806,867,3,2017-01-01,2017-01-31
832,897,3,2017-01-01,2017-01-31
838,891,3,2017-01-01,2017-01-31
1032,1064,3,2017-01-01,2017-01-31
223,234,3,2017-01-01,2017-01-31
711,796,3,2017-01-01,2017-01-31
718,794,3,2017-01-01,2017-01-31
837,897,3,2017-01-01,2017-01-31
1050,1055,3,2017-01-01,2017-01-31
1018,1033,3,2017-01-01,2017-01-31
1022,1068,3,2017-01-01,2017-01-31
1205,1264,3,2017-01-01,2017-01-31
1449,1499,3,2017-01-01,2017-01-31
374,799,3,2017-01-01,2017-01-31
341,740,3,2017-01-01,2017-01-31
364,750,3,2017-01-01,2017-01-31
791,1044,3,2017-01-01,2017-01-31
381,797,3,2017-01-01,2017-01-31
328,793,3,2017-01-01,2017-01-31
758,1023,3,2017-01-01,2017-01-31
758,1021,3,2017-01-01,2017-01-31
314,1271,3,2017-01-01,2017-01-31
1553,1595,3,2017-01-01,2017-01-31
1979,1987,3,2017-01-01,2017-01-31
1942,1956,3,2017-01-01,2017-01-31
1942,1999,3,2017-01-01,2017-01-31
1967,1990,3,2017-01-01,2017-01-31
1912,1995,3,2017-01-01,2017-01-31
1966,1981,3,2017-01-01,2017-01-31
1970,1993,3,2017-01-01,2017-01-31
1929,1940,3,2017-01-01,2017-01-31
1954,1990,3,2017-01-01,2017-01-31
1922,1927,3,2017-01-01,2017-01-31
1931,1947,3,2017-01-01,2017-01-31
1946,1950,3,2017-01-01,2017-01-31
1946,1955,3,2017-01-01,2017-01-31
1944,2000,3,2017-01-01,2017-01-31
1915,1984,3,2017-01-01,2017-01-31
1915,1952,3,2017-01-01,2017-01-31
1934,1982,3,2017-01-01,2017-01-31
1926,1936,3,2017-01-01,2017-01-31
1933,1996,3,2017-01-01,2017-01-31
1917,1977,3,2017-01-01,2017-01-31
1965,1998,3,2017-01-01,2017-01-31
1902,1950,3,2017-01-01,2017-01-31
2196,2200,3,2017-01-01,2017-01-31
2139,2166,3,2017-01-01,2017-01-31
2143,2184,3,2017-01-01,2017-01-31
2117,2195,3,2017-01-01,2017-01-31
2112,2118,3,2017-01-01,2017-01-31
2127,2194,3,2017-01-01,2017-01-31
2240,2243,3,2017-01-01,2017-01-31
2227,2259,3,2017-01-01,2017-01-31
2257,2265,3,2017-01-01,2017-01-31
2224,2244,3,2017-01-01,2017-01-31
2228,2243,3,2017-01-01,2017-01-31
2255,2300,3,2017-01-01,2017-01-31
2258,2298,3,2017-01-01,2017-01-31
2258,2277,3,2017-01-01,2017-01-31
2234,2285,3,2017-01-01,2017-01-31
2203,2211,3,2017-01-01,2017-01-31
2207,2249,3,2017-01-01,2017-01-31
2244,2252,3,2017-01-01,2017-01-31
2244,2250,3,2017-01-01,2017-01-31
2326,2378,3,2017-01-01,2017-01-31
2429,2430,3,2017-01-01,2017-01-31
2427,2469,3,2017-01-01,2017-01-31
2554,2600,3,2017-01-01,2017-01-31
2525,2531,3,2017-01-01,2017-01-31
2546,2565,3,2017-01-01,2017-01-31
2840,2887,3,2017-01-01,2017-01-31
459,1635,3,2017-01-01,2017-01-31
3137,3162,3,2017-01-01,2017-01-31
3108,3153,3,2017-01-01,2017-01-31
3120,3162,3,2017-01-01,2017-01-31
243,3132,3,2017-01-01,2017-01-31
271,3120,3,2017-01-01,2017-01-31
276,645,3,2017-01-01,2017-01-31
1023,3451,3,2017-01-01,2017-01-31
771,3493,3,2017-01-01,2017-01-31
3913,3914,3,2017-01-01,2017-01-31
3909,3965,3,2017-01-01,2017-01-31
3908,3989,3,2017-01-01,2017-01-31
4015,4033,3,2017-01-01,2017-01-31
4006,4033,3,2017-01-01,2017-01-31
4039,4043,3,2017-01-01,2017-01-31
272,696,3,2017-01-01,2017-01-31
244,673,3,2017-01-01,2017-01-31
244,3154,3,2017-01-01,2017-01-31
679,2123,3,2017-01-01,2017-01-31
649,2152,3,2017-01-01,2017-01-31
248,1645,3,2017-01-01,2017-01-31
299,2545,3,2017-01-01,2017-01-31
490,1300,3,2017-01-01,2017-01-31
274,490,3,2017-01-01,2017-01-31
212,386,3,2017-01-01,2017-01-31
39,2391,3,2017-01-01,2017-01-31
724,3114,3,2017-01-01,2017-01-31
289,364,3,2017-01-01,2017-01-31
246,772,3,2017-01-01,2017-01-31
3167,3410,3,2017-01-01,2017-01-31
4311,4319,3,2017-01-01,2017-01-31
4316,4318,3,2017-01-01,2017-01-31
4363,4390,3,2017-01-01,2017-01-31
4302,4375,3,2017-01-01,2017-01-31
4302,4314,3,2017-01-01,2017-01-31
4313,4342,3,2017-01-01,2017-01-31
4375,4383,3,2017-01-01,2017-01-31
4365,4400,3,2017-01-01,2017-01-31
227,243,3,2017-01-01,2017-01-31
372,384,3,2017-01-01,2017-01-31
320,356,3,2017-01-01,2017-01-31
528,544,3,2017-01-01,2017-01-31
521,597,3,2017-01-01,2017-01-31
521,570,3,2017-01-01,2017-01-31
570,580,3,2017-01-01,2017-01-31
648,685,3,2017-01-01,2017-01-31
625,680,3,2017-01-01,2017-01-31
738,788,3,2017-01-01,2017-01-31
713,757,3,2017-01-01,2017-01-31
780,782,3,2017-01-01,2017-01-31
702,718,3,2017-01-01,2017-01-31
702,728,3,2017-01-01,2017-01-31
850,881,3,2017-01-01,2017-01-31
819,849,3,2017-01-01,2017-01-31
822,865,3,2017-01-01,2017-01-31
859,876,3,2017-01-01,2017-01-31
1011,1086,3,2017-01-01,2017-01-31
204,226,3,2017-01-01,2017-01-31
607,695,3,2017-01-01,2017-01-31
1206,1225,3,2017-01-01,2017-01-31
1205,1272,3,2017-01-01,2017-01-31
1352,1388,3,2017-01-01,2017-01-31
1355,1393,3,2017-01-01,2017-01-31
1062,1264,3,2017-01-01,2017-01-31
752,1007,3,2017-01-01,2017-01-31
743,1053,3,2017-01-01,2017-01-31
313,758,3,2017-01-01,2017-01-31
395,727,3,2017-01-01,2017-01-31
308,701,3,2017-01-01,2017-01-31
308,768,3,2017-01-01,2017-01-31
730,1007,3,2017-01-01,2017-01-31
376,773,3,2017-01-01,2017-01-31
701,1038,3,2017-01-01,2017-01-31
727,1045,3,2017-01-01,2017-01-31
763,1072,3,2017-01-01,2017-01-31
799,1007,3,2017-01-01,2017-01-31
799,1021,3,2017-01-01,2017-01-31
400,1221,3,2017-01-01,2017-01-31
1508,1558,3,2017-01-01,2017-01-31
1524,1581,3,2017-01-01,2017-01-31
1654,1677,3,2017-01-01,2017-01-31
1958,1991,3,2017-01-01,2017-01-31
1914,1980,3,2017-01-01,2017-01-31
1914,1954,3,2017-01-01,2017-01-31
1901,1994,3,2017-01-01,2017-01-31
1901,1959,3,2017-01-01,2017-01-31
1929,1936,3,2017-01-01,2017-01-31
1904,1921,3,2017-01-01,2017-01-31
1955,1963,3,2017-01-01,2017-01-31
1927,1957,3,2017-01-01,2017-01-31
1927,1979,3,2017-01-01,2017-01-31
1922,1989,3,2017-01-01,2017-01-31
1922,1951,3,2017-01-01,2017-01-31
1920,1972,3,2017-01-01,2017-01-31
1920,1947,3,2017-01-01,2017-01-31
1935,1998,3,2017-01-01,2017-01-31
1950,1954,3,2017-01-01,2017-01-31
1919,1959,3,2017-01-01,2017-01-31
1953,1989,3,2017-01-01,2017-01-31
1953,1984,3,2017-01-01,2017-01-31
1940,1955,3,2017-01-01,2017-01-31
1989,1996,3,2017-01-01,2017-01-31
1915,1971,3,2017-01-01,2017-01-31
1918,1969,3,2017-01-01,2017-01-31
1918,1930,3,2017-01-01,2017-01-31
1918,1959,3,2017-01-01,2017-01-31
1911,1946,3,2017-01-01,2017-01-31
1934,1952,3,2017-01-01,2017-01-31
1917,1984,3,2017-01-01,2017-01-31
1932,1958,3,2017-01-01,2017-01-31
1903,1918,3,2017-01-01,2017-01-31
1903,1981,3,2017-01-01,2017-01-31
1975,2000,3,2017-01-01,2017-01-31
1902,1965,3,2017-01-01,2017-01-31
1902,1988,3,2017-01-01,2017-01-31
1948,1984,3,2017-01-01,2017-01-31
1948,1986,3,2017-01-01,2017-01-31
2062,2068,3,2017-01-01,2017-01-31
2042,2075,3,2017-01-01,2017-01-31
2105,2121,3,2017-01-01,2017-01-31
2138,2192,3,2017-01-01,2017-01-31
2170,2174,3,2017-01-01,2017-01-31
2170,2198,3,2017-01-01,2017-01-31
2250,2265,3,2017-01-01,2017-01-31
2230,2243,3,2017-01-01,2017-01-31
2230,2231,3,2017-01-01,2017-01-31
2230,2289,3,2017-01-01,2017-01-31
2209,2214,3,2017-01-01,2017-01-31
2228,2269,3,2017-01-01,2017-01-31
2226,2296,3,2017-01-01,2017-01-31
2215,2234,3,2017-01-01,2017-01-31
2215,2252,3,2017-01-01,2017-01-31
2221,2271,3,2017-01-01,2017-01-31
2239,2295,3,2017-01-01,2017-01-31
2205,2230,3,2017-01-01,2017-01-31
2235,2254,3,2017-01-01,2017-01-31
2241,2267,3,2017-01-01,2017-01-31
2243,2248,3,2017-01-01,2017-01-31
2260,2264,3,2017-01-01,2017-01-31
2443,2497,3,2017-01-01,2017-01-31
2404,2496,3,2017-01-01,2017-01-31
3071,3078,3,2017-01-01,2017-01-31
204,3120,3,2017-01-01,2017-01-31
264,3173,3,2017-01-01,2017-01-31
755,3444,3,2017-01-01,2017-01-31
4042,4046,3,2017-01-01,2017-01-31
4049,4094,3,2017-01-01,2017-01-31
4056,4074,3,2017-01-01,2017-01-31
4014,4098,3,2017-01-01,2017-01-31
603,3174,3,2017-01-01,2017-01-31
221,696,3,2017-01-01,2017-01-31
221,3172,3,2017-01-01,2017-01-31
2106,3151,3,2017-01-01,2017-01-31
696,3193,3,2017-01-01,2017-01-31
628,2105,3,2017-01-01,2017-01-31
490,2539,3,2017-01-01,2017-01-31
2567,3123,3,2017-01-01,2017-01-31
603,3475,3,2017-01-01,2017-01-31
221,3402,3,2017-01-01,2017-01-31
679,3402,3,2017-01-01,2017-01-31
1053,3182,3,2017-01-01,2017-01-31
716,2183,3,2017-01-01,2017-01-31
247,1095,3,2017-01-01,2017-01-31
263,1053,3,2017-01-01,2017-01-31
4304,4390,3,2017-01-01,2017-01-31
205,229,3,2017-01-01,2017-01-31
210,271,3,2017-01-01,2017-01-31
264,273,3,2017-01-01,2017-01-31
231,269,3,2017-01-01,2017-01-31
326,367,3,2017-01-01,2017-01-31
323,387,3,2017-01-01,2017-01-31
570,584,3,2017-01-01,2017-01-31
650,693,3,2017-01-01,2017-01-31
646,693,3,2017-01-01,2017-01-31
720,748,3,2017-01-01,2017-01-31
722,756,3,2017-01-01,2017-01-31
722,788,3,2017-01-01,2017-01-31
741,788,3,2017-01-01,2017-01-31
805,832,3,2017-01-01,2017-01-31
827,849,3,2017-01-01,2017-01-31
801,878,3,2017-01-01,2017-01-31
889,899,3,2017-01-01,2017-01-31
934,970,3,2017-01-01,2017-01-31
208,296,3,2017-01-01,2017-01-31
710,715,3,2017-01-01,2017-01-31
1022,1030,3,2017-01-01,2017-01-31
1278,1299,3,2017-01-01,2017-01-31
1224,1254,3,2017-01-01,2017-01-31
378,781,3,2017-01-01,2017-01-31
341,778,3,2017-01-01,2017-01-31
328,727,3,2017-01-01,2017-01-31
726,1001,3,2017-01-01,2017-01-31
392,729,3,2017-01-01,2017-01-31
764,1007,3,2017-01-01,2017-01-31
343,1238,3,2017-01-01,2017-01-31
1507,1581,3,2017-01-01,2017-01-31
1506,1539,3,2017-01-01,2017-01-31
1961,1987,3,2017-01-01,2017-01-31
1942,1970,3,2017-01-01,2017-01-31
1910,1921,3,2017-01-01,2017-01-31
1958,1971,3,2017-01-01,2017-01-31
1914,1977,3,2017-01-01,2017-01-31
1901,1970,3,2017-01-01,2017-01-31
1901,1964,3,2017-01-01,2017-01-31
1901,1921,3,2017-01-01,2017-01-31
1904,1963,3,2017-01-01,2017-01-31
1987,1992,3,2017-01-01,2017-01-31
1930,1943,3,2017-01-01,2017-01-31
1956,1986,3,2017-01-01,2017-01-31
1978,1983,3,2017-01-01,2017-01-31
1916,1922,3,2017-01-01,2017-01-31
1950,1963,3,2017-01-01,2017-01-31
1974,1984,3,2017-01-01,2017-01-31
1940,1973,3,2017-01-01,2017-01-31
1993,1998,3,2017-01-01,2017-01-31
1936,2000,3,2017-01-01,2017-01-31
1936,1976,3,2017-01-01,2017-01-31
1934,1939,3,2017-01-01,2017-01-31
1926,1944,3,2017-01-01,2017-01-31
1933,1961,3,2017-01-01,2017-01-31
1939,1982,3,2017-01-01,2017-01-31
1939,1942,3,2017-01-01,2017-01-31
1908,1934,3,2017-01-01,2017-01-31
1948,1990,3,2017-01-01,2017-01-31
1948,1979,3,2017-01-01,2017-01-31
2172,2196,3,2017-01-01,2017-01-31
2167,2197,3,2017-01-01,2017-01-31
2132,2178,3,2017-01-01,2017-01-31
2280,2286,3,2017-01-01,2017-01-31
2201,2270,3,2017-01-01,2017-01-31
2230,2294,3,2017-01-01,2017-01-31
2230,2234,3,2017-01-01,2017-01-31
2266,2272,3,2017-01-01,2017-01-31
2217,2278,3,2017-01-01,2017-01-31
2204,2259,3,2017-01-01,2017-01-31
2264,2267,3,2017-01-01,2017-01-31
2264,2266,3,2017-01-01,2017-01-31
2213,2245,3,2017-01-01,2017-01-31
2205,2233,3,2017-01-01,2017-01-31
2235,2290,3,2017-01-01,2017-01-31
2245,2294,3,2017-01-01,2017-01-31
2243,2275,3,2017-01-01,2017-01-31
2243,2257,3,2017-01-01,2017-01-31
2254,2260,3,2017-01-01,2017-01-31
2406,2458,3,2017-01-01,2017-01-31
2436,2485,3,2017-01-01,2017-01-31
2527,2570,3,2017-01-01,2017-01-31
2527,2539,3,2017-01-01,2017-01-31
2629,2654,3,2017-01-01,2017-01-31
3024,3093,3,2017-01-01,2017-01-31
3019,3046,3,2017-01-01,2017-01-31
3176,3183,3,2017-01-01,2017-01-31
3145,3158,3,2017-01-01,2017-01-31
3157,3175,3,2017-01-01,2017-01-31
659,3112,3,2017-01-01,2017-01-31
255,677,3,2017-01-01,2017-01-31
205,3199,3,2017-01-01,2017-01-31
613,3173,3,2017-01-01,2017-01-31
665,3149,3,2017-01-01,2017-01-31
333,2681,3,2017-01-01,2017-01-31
1542,2608,3,2017-01-01,2017-01-31
755,3471,3,2017-01-01,2017-01-31
1056,3475,3,2017-01-01,2017-01-31
1001,3451,3,2017-01-01,2017-01-31
4041,4068,3,2017-01-01,2017-01-31
4033,4096,3,2017-01-01,2017-01-31
4063,4080,3,2017-01-01,2017-01-31
4008,4073,3,2017-01-01,2017-01-31
4039,4094,3,2017-01-01,2017-01-31
4056,4089,3,2017-01-01,2017-01-31
244,649,3,2017-01-01,2017-01-31
286,628,3,2017-01-01,2017-01-31
